rootDomain,tag,domain,animation_url,image_url,description,,Moto Name,Top Chassis_attr,Wheel_attr,Wheel Fairing_attr,Wind Shield_attr,Speedometer_attr,Bottom Fairing_attr,Chain Cap_attr,Exhaust Pipe_attr,Head Light_attr,Side Fairing_attr,Side Cart_attr,Pattern_attr,Color_attr,Model R G B_attr,Number Plate_attr,ID
wilder.moto.test.test,56,wilder.moto.test.test.56,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_EKV1YM2T27WYJ.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_EKV1YM2T27WYJ.png,Test render to test the infrustructure,3763,Moto,Sport,T2A/Super Sport,T1C/Type2,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T1A/Type1,T1C/Type3,None/Type1,None,Beam,Paradise,0,MM-995,EKV1YM2T27WYJ
wilder.moto.test.test,57,wilder.moto.test.test.57,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_KGUP1GSV91QO9.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_KGUP1GSV91QO9.png,Test render to test the infrustructure,3764,Moto,Sport,T2B/Hyper Sport,T1B/Type1,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T1A/Type1,T1C/Type3,None/Type1,None,Diamond ,Rayne,3,VR-772,KGUP1GSV91QO9
wilder.moto.test.test,58,wilder.moto.test.test.58,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8A2VTNMM888K2.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8A2VTNMM888K2.png,Test render to test the infrustructure,3765,Moto,Sport,T2A/Super Sport,T1C/Type2,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Distortion,Sunshine,3,WW-842,8A2VTNMM888K2
wilder.moto.test.test,59,wilder.moto.test.test.59,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_WU58E4OXC6B7V.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_WU58E4OXC6B7V.png,Test render to test the infrustructure,3766,Moto,Sport,T2B/Hyper Sport,T1C/Type2,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1C/Type3,T1B/Type2,None,5D,Hypnosis,3,ZS-110,WU58E4OXC6B7V
wilder.moto.test.test,60,wilder.moto.test.test.60,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_E8M355KRX2UFT.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_E8M355KRX2UFT.png,Test render to test the infrustructure,3767,Moto,Sport,T2A/Super Sport,T1C/Type2,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T1A/Type1,T2A/Type4,None/Type1,None,Distortion,Hypnosis,2,ZS-848,E8M355KRX2UFT
wilder.moto.test.test,61,wilder.moto.test.test.61,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_K5REUTEA15QJN.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_K5REUTEA15QJN.png,Test render to test the infrustructure,3768,Moto,Sport,T2A/Super Sport,T2A/Type3,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Diamond ,Rayne,0,MM-300,K5REUTEA15QJN
wilder.moto.test.test,62,wilder.moto.test.test.62,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_YVQ0ZYUJLYBYX.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_YVQ0ZYUJLYBYX.png,Test render to test the infrustructure,3769,Moto,Sport,T2A/Super Sport,T1C/Type2,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1C/Type3,None/Type1,None,Static,Franklin,0,ZZ-781,YVQ0ZYUJLYBYX
wilder.moto.test.test,63,wilder.moto.test.test.63,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_KH22Y4T4NK4OV.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_KH22Y4T4NK4OV.png,Test render to test the infrustructure,3770,Moto,Sport,T2B/Hyper Sport,T1B/Type1,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T1A/Type1,T1C/Type3,T1B/Type2,None,Hexo,Hypnosis,0,MT-339,KH22Y4T4NK4OV
wilder.moto.test.test,64,wilder.moto.test.test.64,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_WF9U0B815BB8F.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_WF9U0B815BB8F.png,Test render to test the infrustructure,3771,Moto,Sport,T2A/Super Sport,T1C/Type2,None/Type1,T2B/Type1,T2B/Type5,T1A/Type1,T1A/Type1,T1C/Type3,T1B/Type2,None,Diamond ,Hypnosis,3,ZS-591,WF9U0B815BB8F
wilder.moto.test.test,65,wilder.moto.test.test.65,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_DECK49HUMXR0Y.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_DECK49HUMXR0Y.png,Test render to test the infrustructure,3772,Moto,Sport,T2A/Super Sport,T2A/Type3,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Beam,Flo,1,ZZ-625,DECK49HUMXR0Y
wilder.moto.test.test,66,wilder.moto.test.test.66,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_BLX3L6UEXW9WP.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_BLX3L6UEXW9WP.png,Test render to test the infrustructure,3773,Moto,Sport,T2A/Super Sport,T1B/Type1,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T1C/Type3,T1B/Type2,None,Nested,Paradise,1,VR-144,BLX3L6UEXW9WP
wilder.moto.test.test,67,wilder.moto.test.test.67,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_LUBWJJPHW7LUY.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_LUBWJJPHW7LUY.png,Test render to test the infrustructure,3774,Moto,Sport,T2B/Hyper Sport,T1B/Type1,None/Type1,T2B/Type1,T2B/Type5,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Vibration ,Flo,3,ZZ-124,LUBWJJPHW7LUY
wilder.moto.test.test,68,wilder.moto.test.test.68,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8L74XQH80ONNM.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8L74XQH80ONNM.png,Test render to test the infrustructure,3775,Moto,Sport,T2B/Hyper Sport,T2A/Type3,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T1A/Type1,T1C/Type3,None/Type1,None,Hexo,Hypnosis,2,MM-530,8L74XQH80ONNM
wilder.moto.test.test,69,wilder.moto.test.test.69,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_BSN2DU9KDYC5K.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_BSN2DU9KDYC5K.png,Test render to test the infrustructure,3776,Moto,Sport,T2B/Hyper Sport,T1B/Type1,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,Beam,Sunshine,1,MT-596,BSN2DU9KDYC5K
wilder.moto.test.test,70,wilder.moto.test.test.70,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_WABXOMPW61PDG.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_WABXOMPW61PDG.png,Test render to test the infrustructure,3777,Moto,Sport,T2B/Hyper Sport,T1B/Type1,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,5D,Oasis,3,WM-521,WABXOMPW61PDG
wilder.moto.test.test,71,wilder.moto.test.test.71,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_IW2RON3MVN6NS.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_IW2RON3MVN6NS.png,Test render to test the infrustructure,3778,Moto,Sport,T2A/Super Sport,T2A/Type3,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Level Up,Rayne,2,MT-998,IW2RON3MVN6NS
wilder.moto.test.test,72,wilder.moto.test.test.72,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_AXOE5LFSDANM7.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_AXOE5LFSDANM7.png,Test render to test the infrustructure,3779,Moto,Sport,T2B/Hyper Sport,T1B/Type1,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T2A/Type4,None/Type1,None,Static,Franklin,1,MT-695,AXOE5LFSDANM7
wilder.moto.test.test,73,wilder.moto.test.test.73,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_IGCM5I8T8NL0N.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_IGCM5I8T8NL0N.png,Test render to test the infrustructure,3780,Moto,Sport,T2A/Super Sport,T2A/Type3,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1C/Type3,T1B/Type2,None,Beam,Hypnosis,0,TT-966,IGCM5I8T8NL0N
wilder.moto.test.test,74,wilder.moto.test.test.74,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_O6N2HRBD1TTMW.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_O6N2HRBD1TTMW.png,Test render to test the infrustructure,3781,Moto,Sport,T2A/Super Sport,T1C/Type2,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,WILD,Franklin,3,WW-933,O6N2HRBD1TTMW
wilder.moto.test.test,75,wilder.moto.test.test.75,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_220WZN3X1MDWH.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_220WZN3X1MDWH.png,Test render to test the infrustructure,3782,Moto,Sport,T2A/Super Sport,T2B/Type4,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Static,Saint,1,ZS-653,220WZN3X1MDWH
wilder.moto.test.test,76,wilder.moto.test.test.76,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_9KQI2T7AHI5QF.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_9KQI2T7AHI5QF.png,Test render to test the infrustructure,3783,Moto,Sport,T2A/Super Sport,T2B/Type4,None/Type1,T2B/Type1,T1A/Type1,T1C/Type2,T1A/Type1,T1A/Type1,None/Type1,None,Static,Hypnosis,2,MT-950,9KQI2T7AHI5QF
wilder.moto.test.test,77,wilder.moto.test.test.77,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_QCQARTEIQJMHV.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_QCQARTEIQJMHV.png,Test render to test the infrustructure,3784,Moto,Sport,T2A/Super Sport,T1C/Type2,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,Distortion,Rayne,2,MT-699,QCQARTEIQJMHV
wilder.moto.test.test,78,wilder.moto.test.test.78,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_NOGSGEJVI9GP9.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_NOGSGEJVI9GP9.png,Test render to test the infrustructure,3785,Moto,Sport,T2A/Super Sport,T2A/Type3,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T1C/Type3,None/Type1,None,Distortion,Paradise,3,WW-430,NOGSGEJVI9GP9
wilder.moto.test.test,79,wilder.moto.test.test.79,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_3RHOJOOCLRA19.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_3RHOJOOCLRA19.png,Test render to test the infrustructure,3786,Moto,Sport,T2A/Super Sport,T1C/Type2,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,Diamond ,Sunshine,2,MM-883,3RHOJOOCLRA19
wilder.moto.test.test,80,wilder.moto.test.test.80,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_QN9DL3IJUSDZ1.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_QN9DL3IJUSDZ1.png,Test render to test the infrustructure,3787,Moto,Sport,T2B/Hyper Sport,T2A/Type3,None/Type1,T2B/Type1,T2B/Type5,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Hexo,Paradise,0,MM-457,QN9DL3IJUSDZ1
wilder.moto.test.test,81,wilder.moto.test.test.81,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_712F0XIRBGJMR.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_712F0XIRBGJMR.png,Test render to test the infrustructure,3788,Moto,Sport,T2A/Super Sport,T2A/Type3,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T2A/Type4,None,Static,Paradise,2,WM-463,712F0XIRBGJMR
wilder.moto.test.test,82,wilder.moto.test.test.82,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_FJMRQCVUEH4U5.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_FJMRQCVUEH4U5.png,Test render to test the infrustructure,3789,Moto,Sport,T2A/Super Sport,T1B/Type1,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T1C/Type3,T2A/Type4,None,Static,Paradise,2,WM-979,FJMRQCVUEH4U5
wilder.moto.test.test,83,wilder.moto.test.test.83,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_C5VM8WY3QHAAK.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_C5VM8WY3QHAAK.png,Test render to test the infrustructure,3790,Moto,Sport,T2B/Hyper Sport,T2A/Type3,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Diamond ,Franklin,3,MT-285,C5VM8WY3QHAAK
wilder.moto.test.test,84,wilder.moto.test.test.84,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_4Y5A3Y4LXOPZ7.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_4Y5A3Y4LXOPZ7.png,Test render to test the infrustructure,3791,Moto,Sport,T2B/Hyper Sport,T2A/Type3,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,5D,Rayne,3,ZZ-538,4Y5A3Y4LXOPZ7
wilder.moto.test.test,85,wilder.moto.test.test.85,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_D44AXERZ9E1A7.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_D44AXERZ9E1A7.png,Test render to test the infrustructure,3792,Moto,Sport,T2B/Hyper Sport,T1B/Type1,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T1A/Type1,T1C/Type3,T2A/Type4,None,Static,Hypnosis,2,TT-905,D44AXERZ9E1A7
wilder.moto.test.test,86,wilder.moto.test.test.86,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_603G9OJYOHOXN.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_603G9OJYOHOXN.png,Test render to test the infrustructure,3793,Moto,Sport,T2B/Hyper Sport,T2B/Type4,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Diamond ,Oasis,2,ZZ-383,603G9OJYOHOXN
wilder.moto.test.test,87,wilder.moto.test.test.87,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_6SON05KAD12CP.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_6SON05KAD12CP.png,Test render to test the infrustructure,3794,Moto,Sport,T2A/Super Sport,T1C/Type2,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T2A/Type4,T1B/Type2,None,Hexo,Hypnosis,2,WM-678,6SON05KAD12CP
wilder.moto.test.test,88,wilder.moto.test.test.88,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_F2464YVFWANZU.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_F2464YVFWANZU.png,Test render to test the infrustructure,3795,Moto,Sport,T2B/Hyper Sport,T1C/Type2,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,Level Up,Paradise,3,VR-992,F2464YVFWANZU
wilder.moto.test.test,89,wilder.moto.test.test.89,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_RWYUHM63MN5CQ.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_RWYUHM63MN5CQ.png,Test render to test the infrustructure,3796,Moto,Sport,T2B/Hyper Sport,T1B/Type1,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Static,Hypnosis,1,ZZ-906,RWYUHM63MN5CQ
wilder.moto.test.test,90,wilder.moto.test.test.90,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_518YXV0DSMOHC.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_518YXV0DSMOHC.png,Test render to test the infrustructure,3797,Moto,Sport,T2B/Hyper Sport,T2A/Type3,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T1A/Type1,T2A/Type4,T1B/Type2,None,Static,Hypnosis,2,WW-642,518YXV0DSMOHC
wilder.moto.test.test,91,wilder.moto.test.test.91,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_F5ZVXOJFHS418.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_F5ZVXOJFHS418.png,Test render to test the infrustructure,3798,Moto,Sport,T2A/Super Sport,T1B/Type1,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,Diamond ,Saint,0,MM-872,F5ZVXOJFHS418
wilder.moto.test.test,92,wilder.moto.test.test.92,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_3IPHU7Q6QELT7.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_3IPHU7Q6QELT7.png,Test render to test the infrustructure,3799,Moto,Sport,T2B/Hyper Sport,T1B/Type1,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,Vibration ,Oasis,3,VR-811,3IPHU7Q6QELT7
wilder.moto.test.test,93,wilder.moto.test.test.93,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_DOVDSY1OTKTCD.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_DOVDSY1OTKTCD.png,Test render to test the infrustructure,3800,Moto,Sport,T2B/Hyper Sport,T2A/Type3,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,Static,Oasis,2,MT-394,DOVDSY1OTKTCD
wilder.moto.test.test,94,wilder.moto.test.test.94,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_ZMCTQFWRY9HTC.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_ZMCTQFWRY9HTC.png,Test render to test the infrustructure,3801,Moto,Sport,T2B/Hyper Sport,T1B/Type1,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1C/Type3,T1B/Type2,None,Level Up,Paradise,3,WM-967,ZMCTQFWRY9HTC
wilder.moto.test.test,95,wilder.moto.test.test.95,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_47ANDDR1UQB73.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_47ANDDR1UQB73.png,Test render to test the infrustructure,3802,Moto,Sport,T2B/Hyper Sport,T2A/Type3,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,5D,Flo,2,ZZ-267,47ANDDR1UQB73
wilder.moto.test.test,96,wilder.moto.test.test.96,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_1USSAYZIOLBVW.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_1USSAYZIOLBVW.png,Test render to test the infrustructure,3803,Moto,Sport,T2A/Super Sport,T1B/Type1,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T1A/Type1,T2A/Type4,T1B/Type2,None,Diamond ,Paradise,3,ZS-665,1USSAYZIOLBVW
wilder.moto.test.test,97,wilder.moto.test.test.97,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_JRIG6OX9AORHU.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_JRIG6OX9AORHU.png,Test render to test the infrustructure,3804,Moto,Sport,T2B/Hyper Sport,T1B/Type1,None/Type1,T2B/Type1,T1A/Type1,T1A/Type1,T1A/Type1,T2A/Type4,T2A/Type4,None,Static,Hypnosis,2,MM-703,JRIG6OX9AORHU
wilder.moto.test.test,98,wilder.moto.test.test.98,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_AWW87M01OCKDF.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_AWW87M01OCKDF.png,Test render to test the infrustructure,3805,Moto,Sport,T2A/Super Sport,T2A/Type3,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,Vibration ,Paradise,2,WM-634,AWW87M01OCKDF
wilder.moto.test.test,99,wilder.moto.test.test.99,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_62J60UXCD8546.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_62J60UXCD8546.png,Test render to test the infrustructure,3806,Moto,Sport,T2B/Hyper Sport,T1C/Type2,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T1A/Type1,T1C/Type3,None/Type1,None,Vibration ,Paradise,1,ZS-457,62J60UXCD8546
wilder.moto.test.test,100,wilder.moto.test.test.100,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_OCUE14W3JYHLP.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_OCUE14W3JYHLP.png,Test render to test the infrustructure,3807,Moto,Sport,T2B/Hyper Sport,T2A/Type3,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T1A/Type1,T1C/Type3,T1B/Type2,None,Beam,Hypnosis,0,MT-112,OCUE14W3JYHLP
wilder.moto.test.test,101,wilder.moto.test.test.101,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_YH7HNMUWG4WLW.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_YH7HNMUWG4WLW.png,Test render to test the infrustructure,3808,Moto,Sport,T2A/Super Sport,T1B/Type1,None/Type1,T2B/Type1,T2B/Type5,T1A/Type1,T1A/Type1,T2A/Type4,None/Type1,None,Static,Oasis,0,ZZ-427,YH7HNMUWG4WLW
wilder.moto.test.test,102,wilder.moto.test.test.102,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_FP74DGTS9EM22.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_FP74DGTS9EM22.png,Test render to test the infrustructure,5598,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T2A/Type4,T1A/Type1,T1B/Type2,Side Cart,Hexo,Paradise,2,WM-743,FP74DGTS9EM22
wilder.moto.test.test,103,wilder.moto.test.test.103,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_WLCU5IUGET01F.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_WLCU5IUGET01F.png,Test render to test the infrustructure,5599,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,Side Cart,Diamond ,Franklin,0,ZS-768,WLCU5IUGET01F
wilder.moto.test.test,104,wilder.moto.test.test.104,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_YBF8LVA0XTQV2.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_YBF8LVA0XTQV2.png,Test render to test the infrustructure,5600,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,Side Cart,Vibration ,Flo,0,ZS-947,YBF8LVA0XTQV2
wilder.moto.test.test,105,wilder.moto.test.test.105,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_LJZX38K87XWUS.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_LJZX38K87XWUS.png,Test render to test the infrustructure,5601,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T1C/Type2,T1A/Type1,T1C/Type3,None/Type1,Side Cart,Beam,Flo,0,ZS-317,LJZX38K87XWUS
wilder.moto.test.test,106,wilder.moto.test.test.106,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_YRSO17393XNF1.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_YRSO17393XNF1.png,Test render to test the infrustructure,5602,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T1A/Type1,T1C/Type3,T1B/Type2,Side Cart,Vibration ,Hypnosis,0,ZZ-153,YRSO17393XNF1
wilder.moto.test.test,107,wilder.moto.test.test.107,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_NE1XX30XDBC57.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_NE1XX30XDBC57.png,Test render to test the infrustructure,5603,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T1A/Type1,T1A/Type1,T1C/Type3,Side Cart,Wonder,Hypnosis,0,VR-654,NE1XX30XDBC57
wilder.moto.test.test,108,wilder.moto.test.test.108,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_QQ2DZ50Y04QUP.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_QQ2DZ50Y04QUP.png,Test render to test the infrustructure,5604,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T2A/Type4,T1A/Type1,T1B/Type2,Side Cart,Vibration ,Paradise,0,VR-197,QQ2DZ50Y04QUP
wilder.moto.test.test,109,wilder.moto.test.test.109,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_10AU27O7XYA2L.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_10AU27O7XYA2L.png,Test render to test the infrustructure,5605,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T1C/Type2,T1A/Type1,T1A/Type1,T2A/Type4,Side Cart,Wonder,Hypnosis,1,ZZ-826,10AU27O7XYA2L
wilder.moto.test.test,110,wilder.moto.test.test.110,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_Q74JZPOZYXF4L.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_Q74JZPOZYXF4L.png,Test render to test the infrustructure,5606,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2A/Type2,T3B/Type7,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,Side Cart,Static,Sunshine,1,WW-854,Q74JZPOZYXF4L
wilder.moto.test.test,111,wilder.moto.test.test.111,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_HQBWKILIMF8TF.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_HQBWKILIMF8TF.png,Test render to test the infrustructure,5607,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3B/Type7,T1C/Type2,T1A/Type1,T1A/Type1,T1C/Type3,Side Cart,Diamond ,Rayne,3,ZZ-142,HQBWKILIMF8TF
